Gene	Inheritance_model
KRG2	AR
FGD4	AR
FRABIN	AR
CMT4H	AR
DNM1L	AD,AR
DRP1	AD,AR
DVLP	AD,AR
DYMPLE	AD,AR
EMPF1	AD,AR
OPA5	AD,AR
YARS2	AR
MLASA2	AR
PKP2	AD
ARVD9	AD
IHPS1	AD
IHPS	AD
KIF21A	AD
KIAA1708	AD
FEOM1	AD
CFEOM1	AD
CFEOM3B	AD
CNTN1	AR
MYPCN	AR
PRICKLE1	AR
RILP	AR
EPM1B	AR
IRAK4	AR
REN64	AR
IPD1	AR
IMD67	AR
ANO6	AR
TMEM16F	AR
SCTS	AR
BDPLT7	AR
ARID2	AD
BAF200	AD
KIAA1557	AD
CSS6	AD
DFNA48	AD
ENUR2	AD
MRT25	AR
SPDT	AD
VDR	AR
COL2A1	AD
PFKM	AR
GSD7	AR
ADCY6	AR
LCCS8	AR
CCDC65	AR
CILD27	AR
WNT10B	AD,AR
SHFM6	AD,AR
STHAG8	AD,AR
WNT1	AR
OI15	AR
BMND16	AR
KMT2D	AD
MLL2	AD
ALR	AD,AR
KABUK1	AD
DHH	AR
SRXY7	AR
GDMN	AR
TUBA1A	AD
TUBA3	AD
LIS3	AD
AQP2	AD,AR
NDI2	AD,AR
AQP5	AD
PPKB	AD
SMARCD1	AD
BAF60A	AD
CSS11	AD
GPD1	AR
HTGTI	AR
COX14	AR
C12orf62	AR
MC4DN10	AR
DIP2B	AD
KIAA1463	AD
SLC11A2	AR
NRAMP2	AR
DCT1	AR
AHMIO1	AR
SCN8A	AD
CIAT	AD
DEE13	AD
BFIS5	AD
MYOCL2	AD
ACVRL1	AD
ACVRLK1	AD
ALK1	AD
HHT2	AD
KRT86	AD
KRTHB6	AD
HB6	AD
KRT81	AD
KRTHB1	AD
KRT83	AD,AR
KRTHB3	AD,AR
HB3	AD,AR
MNLIX	AD,AR
EKVP5	AD,AR
KRT85	AR
KRTHB5	AR
HB5	AR
ECTD4	AR
KRT6B	AD
PC4	AD
KRT6C	AD
PPKNEFD	AD
KRT6A	AD
KRT5	AD,AR
DDD1	AD,AR
KRT71	AD
K6IRS1	AD
KRT6IRS1	AD
HYPT13	AD
KRT74	AD,AR
K6IRS4	AD,AR
KRT6IRS4	AD,AR
HTSS2	AD,AR
HYPT3	AD,AR
ADWH	AD,AR
KRT2	AD
KRT2A	AD
KRT2E	AD
KRT1	AD,AR
EPPK	AD,AR
NEPPK	AD,AR
EHK	AD,AR
KRT3	AD
MECD2	AD
KRT4	AD
CYK4	AD
WSN1	AD
KRT8	AR
KRT18	AR
AAAS	AR
AAA	AD,AR
SP7	AR
OSX	AR,XR
OI12	AR
AMHR2	AR
AMHR	AR
HOXC13	AR
HOX3G	AR
ECTD9	AR
HNRNPA1	AD
IBMPFD3	AD
ALS20	AD
NCKAP1L	AR
HEM1	AR
IMD72	AR
ITGA7	AR
RDH5	AD,AR
MMP19	AD
MMP18	AD
CODA	AD
SUOX	AR
RPS26	AD
DBA10	AD
ERBB3	AR
LCCS2	AR
FERLK	AR
SMARCC2	AD
BAF170	AD
CSS8	AD
SLC39A5	AD
MYP24	AD
STAT2	AR
IMD44	AR
PTORCH3	AR
MIP	AD
AQP0	AD
CTRCT15	AD
SDR9C7	AR
SDRO	AR
ARCI13	AR
TAC3	AR
NKNB	AR
HH10	AR
LRP1	AR
A2MR	AR
KPA	AR
SHMT2	AR
GLYA	AR
NEDCASB	AR
STAC3	AR
NAM	AR
MYPBB	AR
GLI1	AR
PAPA8	AR
PPD1	AR
MARS1	AD,AR
MARS	AD,AR
MTRNS	AD,AR
METRS	AD,AR
ILLD	AD,AR
CMT2U	AD,AR
KIF5A	AD
NKHC	AD
SPG10	AD
NEIMY	AD
ALS25	AD
B4GALNT1	AR
GALGT	AR
GALNACT	AR
SPG26	AR
GLC1P	AD
CYP27B1	AR
VDD1	AR
PDDR	AR
TSFM	AR
COXPD3	AR
AVIL	AR
NPHS21	AR
DPY19L2	AR
SPGF9	AR
RXYLT1	AR
TMEM5	AR
MDDGA10	AR
TBK1	AD
NAK	AD
FTDALS4	AD
IIAE8	AD
GNS	AR
G6S	AR
LEMD3	AD
MAN1	AD
MSRB3	AR
DFNB74	AR
HMGA2	AD
HMGIC	AD
BABL	AD
SRS5	AD
GRIP1	AR
FRASRS3	AR
IFNG	AR
IFG	AR
IFI	AR
IMD69	AR
NUP107	AR
NUP84	AR
NPHS11	AR
ODG6; GAMOS7	AR
MDM2	AR
ACTFS	AR
LSKB	AR
LYZ	AD
CNOT2	AD
NOT2	AD
IDNADFS	AD
MYP3	AD
BBS10	AR
C12orf58	AR
FLJ23560	AR
SYT1	AD
BAGOS	AD
PPP1R12A	AD
MYPT1	AD
GUBS	AD
OTOGL	AR
C12orf64	AR
DFNB84B	AR
PTPRQ	AD,AR
PTPGMC1	AD,AR
DFNB84A	AD,AR
DFNA73	AD,AR
MYF5	AR
EORVA	AR
ALX1	AR
CART1	AR
FND3	AR
CEP290	AR
KIAA0373	AR
3H11AG	AR
JBTS5	AR
SLSN6	AR
LCA10	AR
BBS14	AR
TMTC3	AR
SMILE	AR
LIS8	AR
KITLG	AD
MGF	AD
SF	AD
SCF	AD
SHEP7	AD
FPHH	AD
DCUA	AD
DFNA69	AD
PACD	AD
DUSP6	AD
MKP3	AD
PYST1	AD
HH19	AD
POC1B	AR
PIX1	AR
CORD20	AR
KERA	AR
CNA2	AR
DCN	AD
CSCD	AD
ETL2	AD
FTLE	AD
CRADD	AR
RAIDD	AR
MRT34	AR
CEP83	AR
CCDC41	AR
NPHP18	AR
NDUFA12	AR
MC1DN23	AR
SPG36	AD
SLC25A3	AR
PHC	AR
SCYL2	AR
CVAK104	AR
KIAA1360	AR
AMC4	AR
SLC17A8	AD
VGLUT3	AD
DFNA25	AD
NR1H4	AR
FXR	AR
RIP14	AR
PFIC5	AR
MYBPC1	AD,AR
LCCS4	AD,AR
MYOTREM	AD,AR
SYCP3	AD
SCP3	AD
COR1	AD
SPGF4	AD
RPRGL4	AD
GNPTAB	AR
GNPTA	AR
NUP37	AR
p37	AR
MCPH24	AR
IGF1	AR
PAH	AR
PKU1	AR
ASCL1	AD
CHST11	AR
C4ST1	AR
OCBMD	AR
WASHC4	AR
KIAA1033	AR
SWIP	AR
MRT43	AR
POLR3B	AR
RPC2	AR
C128	AR
HLD8	AR
ISCU	AR
HML	AR
POROK2	AD
PPPD1	AD
UNG	AR
DGU	AR
HIGM5	AR
UBE3B	AR
BPIDS	AR
KOS	AR
MMAB	AR
MVK	AD,AR
MVLK	AD,AR
POROK3	AD,AR
TRPV4	AD
VROAC	AD
HMSN2C	AD
CMT2C	AD
SPSMA	AD
SSQTL1	AD
SMAL	AD
BCYM3	AD
IFT81	AR
DV1	AR
CDV1R	AR
SRTD19	AR
ATP2A2	AD
ATP2B	AD
DAR	AD
TECT1	AR
JBTS13	AR
MYL2	AD
CMH10	AD
CUX2	AD
CDP2	AD
CUTL2	AD
DEE67	AD
ATXN2	AD
ATX2	AD
SCA2	AD
ASL13	AD
ALDH2	AD
PTPN11	AD
PTP2C	AD
SHP2	AD
NS1	AD
JMML	AD
METCDS	AD
CTRCT37	AD
CCA5	AD
TBX5	AD
TBX3	AD
MED13L	AD
THRAP2	AD
PROSIT240	AD
TRAP240L	AD
KIAA1025	AD
MRFACD	AD
HSPB8	AD
H11	AD
E2IG1	AD
DHMN2	AD
CMT2L	AD
HMN2A	AD
CIT	AR
STK21	AR
CRIK	AR
MCPH17	AR
COX6A1	AR
CMTRID	AR
GATC	AR
COXPD42	AR
COQ5	AR
COQ10D9	AR
ACADS	AR
SCAD	AR
HNF1A	AD
TCF1	AD
MODY3	AD
IDDM20	AD
ORAI1	AD,AR
TMEM142A	AD,AR
CRACM1	AD,AR
IMD9	AD,AR
TAM2	AD,AR
SETD1B	AD
SET1B	AD
KIAA1076	AD
IDDSELD	AD
HPD	AD,AR
WDR66	AR
CFAP251	AR
SPGF33	AR
DIABLO	AD
SMAC	AD
DFNA64	AD
VPS33A	AR
MPSPS	AR
ZCCHC8	AD
PFBMFT5	AD
MTRFR	AR
C12orf65	AR
COXPD7	AR
SPG55	AR
EIF2B1	AR
EIF2BA	AR
TCTN2	AR
TECT2	AR
MKS8	AR
JBTS24	AR
ATP6V0A2	AR
WSS	AD,AR,SM
ARCL2A	AR
DHX37	AD,AR
KIAA1517	AD,AR
NEDBAVC	AD,AR
SRXY11	AD,AR
PUS1	AR
MLASA1	AR
P2RX2	AD
P2X2	AD
DFNA41	AD
POLE	AR
CRCS12	AR
FILS	AR
IMAGEI	AR
ANKLE2	AR
LEM4	AR
KIAA0692	AR
MCPH16	AR
FECD2	AD
FCD1	AD
CFEOM3C	AD
FEOM4	AD
GJA3	AD
CX46	AD
CZP3	AD
CAE3	AD
CTRCT14	AD
GJB2	AD,AR
CX26	AD,AR
DFNB1A	AD,AR
PPK	AD,AR
DFNA3A	AD,AR
KID	AD,AR
HID	AD,AR
BAPS	AD,AR
GJB6	AD,AR
CX30	AD,AR
DFNA3B	AD,AR
DFNB1B	AD,AR
ECTD2	AD,AR
HED2	AD,AR
FGF9	AD
SYNS3	AD
SGCG	AR
LGMDR5	AR
DMDA1	AR
SCG3	AR
SACS	AR
ARSACS	AR
MIPEP	AR
COXPD31	AR
CENPJ	AR
CPAP	AR
MCPH6	AR
SCKL4	AR
ATP8A2	AR
ATPIB	AR
CAMRQ4	AR
CDK8	AD
IDDHBA	AD
MBS	AD
MBS1	AD
RPL21	AD
HYPT12	AD
POLR1D	AD,AR
RPA16	AD,AR
RPAC2	AD,AR
TCS2	AD,AR
IPF1	AR
MODY4	AR
PAGEN1	AR
POMP	AD,AR
UMP1	AD,AR
PRAAS2	AD,AR
B3GLCT	AR
B3GALTL	AR
B3GTL	AR
ENUR1	AD
HPRHP	AD
BRCA2	AD,AR,SM
FANCD1	AD,AR,SM
BROVCA2	AD,AR,SM
GLM3	AD,AR,SM
PNCA2	AD,AR,SM
KL	AR
KLOTHO	AR
HFTC3	AR
PAPA5	AR
NBEA	AD
NEDEGE	AD
MAB21L1	AR
COFG	AR
SPG20	AR
RFXAP	AR
MADH9	AD
SMAD9	AD
MADH6	AD
PPH2	AD
EXOSC8	AR
OIP2	AR
RRP43	AR
PCH1C	AR
UFM1	AR
HLD14	AR
FREM2	AR
FRASRS2	AR
CRYPTOP	AR
DEL13q14	AD
C13DELq14	AD
GER	AD
RIEG2	AD
RGS2	AD
SPG24	AR
COG6	AR
COD2	AR,XL
KIAA1134	AR
CDG2L	AR
SHNS	AR
FOXO1A	SM
FKHR	SM
SLC25A15	AR
ORNT1	AR
HHH	AR
TNFSF11	AR
OPGL	AR
TRANCE	AR
OPTB2	AR
LACC1	AR
C13orf31	AR
JUVAR	AR
SUCLA2	AR
MTDPS5	AR
ITM2B	AD
BRI	AD
ABRI	AD
FBD	AD
RDGCA	AD
RB1	AD,SM
LPAR6	AR
P2RY5	AR
P2Y5	AR
LAH3	AR
ARWH1	AR
HYPT8	AR
RCBTB1	AR
CLLD7	AR
GLP	AR
RDEOA	AR
RNASEH2B	AR
DLEU8	AR
FLJ11712	AR
ATP7B	AR
WND	AR
ALG11	AR
KIAA1266	AR
CDG1P	AR
THSD1	AD
TMTSP	AD
ANIB12	AD
ATXN8	AD
PAPA2	AD
DIAPH3	AD
DIA2	AD
DRF3	AD
AUNA1	AD
NSDAN	AD
ATXN8OS	AD
SCA8	AD
KLHL1AS	AD
PIBF1	AR
JBTS33	AR
CLN5	AR
FBXL3	AR
FBXL3A	AR
FBL3	AR
IDDSFAS	AR
EDNRB	AD,AR
HSCR2	AD,AR
ABCDS	AD,AR
WS4A	AD,AR
NYS4	AD
POU4F1	AD
BRN3A	AD
ATITHS	AD
SLITRK1	AD
KIAA1910	AD
TTM	AD
SLITRK6	AR
DFNMYP	AR
FGLDS2	AD
GPC6	AR
OMIMD1	AR
KTCN7	AD
MCOR	AD
C13DELq32	AD
DEL13q32	AD
DCT	AR
TYRP2	AR
OCA8	AR
TGDS	AR
SDR2E1	AR
CATMANS	AR
CLDN10	AR
OSPL	AR
CPETRL3	AR
HELIX	AR
DZIP1	AD,AR
KIAA0996	AD,AR
SPGF47	AD,AR
MVP3	AD,AR
DNAJC3	AR
PRKRI	AR
P58	AR
ACPHD	AR
ZIC2	AD
HPE5	AD
PCCA	AR
NALCN	AD,AR
IHPRF1	AD,AR
CLIFAHDD	AD,AR
DEL13q33q34	AD
C13DELq33q34	AD
FGF14	AD
FHF4	AD
SCA27	AD
TPP2	AR
IMD78	AR
ERCC5	AR
XPG	AR
COFS3	AR
SLC10A2	AR
NTCP2	AR
PBAM	AR
LIG4	AR
LIG4S	AR
DFNA33	AD
COL4A1	AD
BSVD1	AD
HANAC	AD
ICH	AD,AR
BSVD	AD
RATOR	AD
PADMAL	AD
COL4A2	AD
BSVD2	AD
NAXD	AR
CARKD	AR
PEBEL2	AR
CARS2	AR
COXPD27	AR
F7	AR
F10	AR
CHAMP1	AD
ZNF828	AD
C13orf8	AD
KIAA1802	AD
MRD40	AD
DFNA53	AD
HHPP	AD
MRT9	AR
MRT26	AR
PAURT1	AD
TTC5	AR
NEDCAFD	AR
OSGEP	AR
FLJ20411	AR
GAMOS3	AR
PNP	AR
NP	AR
RPGRIP1	AR
LCA6	AR
CORD13	AR
SALL2	AR
HSAL2	AR
COLB	AR
TRAC	AR
TRCA	AR
TRA	AR
IMD7	AR
SLC7A7	AR
LPI	AR
CEBPE	AR
CRP1	AR
PABPN1	AD
PABP2	AD
PAB2	AD
MYH6	AD
ASD3	AD
MYHCA	AD
CMD1EE	AD
CMH14	AD
SSS3	AD
MYH7	AD,AR
CMH1	AD,AR
MPD1	AD,AR
CMD1S	AD,AR
SPMM	AD,AR
SPMD	AD,AR
ZFHX2	AD
ZFH5	AD
ZNF409	AD
KIAA1056	AD
KIAA1762	AD
MARSIS	AD
NRL	AD
D14S46E	AD
RP27	AD
PCK2	AR
PEPCK2	AR
ARVD3	AD
DFNB5	AR
SPG32	AR
IRF9	AR
ISGF3	AR
ISGF3G	AR
TINF2	AD
TIN2	AD
DKCA3	AD
TGM1	AR
ICR2	AR
ARCI1	AR
FOXG1	AD
FOXG1B	AD
FKHL1	AD
FKH2	AD
QIN	AD
BF1	AD
PRKD1	AD
PRKCM	AD
PKD	AD
CHDED	AD
COCH	AD,AR
DFNA9	AD,AR
DFNB110	AD,AR
AP4S1	AR
CPSQ6	AR
SPG52	AR
NUBPL	AR
IND1	AR
MC1DN21	AR
CFL2	AR
NEM7	AR
SRP54	AD
SCN8	AD
PPP2R3C	AD,AR
G5PR	AD,AR
GDRM	AD,AR
SPGF36	AD,AR
NFKBIA	AD
IKBA	AD
EDAID2	AD
RALGAPA1	AR
GARNL1	AR
TULIP1	AR
GRIPE	AR
KIAA0884	AR
NEDHRIT	AR
NKX2-1	AD
TITF1	AD
NKX2A	AD
TTF1	AD
NMTC1	AD
PAX9	AD
STHAG3	AD
SLC25A21	AR
ODC	AR
MTDPS18	AR
SEC23A	AR
CLSD	AR
TRAPPC6B	AR
TPC6	AR
NEDMEBA	AR
TOGARAM1	AR
FAM179B	AR
KIAA0423	AR
JBTS37	AR
FANCM	AR
KIAA1596	AR
SPGF28	AR
POF15	AR
RPS29	AD
DBA13	AD
MGAT2	AR
CDGS2	AR
CDG2A	AR
NEMF	AR
SDCCAG1	AR
IDDSAPN	AR
SOS2	AD
NS9	AD
L2HGDH	AR
C14orf160	AR
L2HGA	AR
CTRCT32	AD
CTAA1	AD
CAP	AD
CTPP5	AD
FRIASS	AD
DEL14q22	AD
C14DELq22	AD
MYP18	AR
ATL1	AD
SPG3A	AD
HSN1D	AD
NIN	AR
KIAA1565	AR
SCKL7	AR
PYGL	AR
DDHD1	AR
PAPLA1	AR
KIAA1705	AR
SPG28	AR
BMP4	AD
BMP2B1	AD
BMP2B	AD
MCOPS6	AD
OFC11	AD
GCH1	AD,AR
DYT5	AD,AR
HPABH4B	AD,AR
TMEM260	AR
C14orf101	AR
SHDRA	AR
OTX2	AD
MCOPS5	AD
CPHD6	AD
KIAA0586	AR
TALPID3	AR
JBTS23	AR
SRTD14	AR
DACT1	AD
DPR1	AD
DAPPER1	AD
FRODO	AD
TBS2	AD
C14orf39	AR
SIX6OS1	AR
SPGF52	AR
POF18	AR
SIX6	AR
ODRMD	AR
SIX1	AD
BOS3	AD
DFNA23	AD
TRMT5	AR
TRM5	AR
KIAA1393	AR
COXPD26	AR
SYNE2	AD
NUANCE	AD
KIAA1011	AD
EDMD5	AD
ESR2	AD
ODG8	AD
MTHFD1	AR
MTHFC	AR
CIMAH	AR
SPTB	AD
SPH2	AD
EL3	AD
HS2	AD
FUT8	AR
CDGF1	AR
GPHN	AR
GPH	AR
KIAA1385	AR
GEPH	AR
MOCODC	AR
PIGH	AR
RDH11	AR
PSDR1	AR
RALR1	AR
RDJCSS	AR
RDH12	AD,AR
LCA13	AD,AR
ZFYVE26	AR
KIAA0321	AR
SPG15	AR
ACTN1	AD
BDPLT15	AD
SLC10A1	AR
NTCP1	AR
FHCA2	AR
SMOC1	AR
OAS	AR
PSEN1	AD
AD3	AD
ACNINV3	AD
KTCN8	AD
DNAL1	AR
C14orf168	AR
CILD16	AR
COQ6	AR
CGI10	AR
COQ10D6	AR
ALDH6A1	AR
MMSDH	AR
ABCD4	AR
PXMP1L	AR
P79R	AR
PMP69	AR
MAHCJ	AR
NPC2	AR
HE1	AR
ISCA2	AR
MMDS4	AR
GLC3D	AR
MSPKA	AR
WMS3	AR
DLST	AD
PGL7	AD
EIF2B2	AR
NEK9	AR
NERCC1	AR
LCCS10	AR
APUG	AR
NC	AR
FLVCR2	AR
C14orf58	AR
CCT	AR
PVHH	AR
EPV	AR
TTLL5	AR
STAMP	AR
KIAA0998	AR
CORD19	AR
TGFB3	AD
ARVD1	AD
RNHF	AD
LDS5	AD
IFT43	AR
C14orf179	AR
CED3	AR
SRTD18	AR
RP81	AR
ESRRB	AR
ESRL2	AR
DFNB35	AR
IRF2BPL	AD
C14orf4	AD
EAP1	AD
NEDAMSS	AD
POMT2	AR
MDDGA2	AR
MDDGB2	AR
MDDGC2	AR
LGMDR14	AR
VIPAS39	AR
VIPAR	AR
SPE39	AR
C14orf133	AR
SPTLC2	AD
KIAA0526	AD
SPT2	AD
LCB2	AD
HSN1C	AD
NSAN1C	AD
HPPD	AD
TSHR	AD,AR
CHNG1	AD,AR
GALC	AR
ZC3H14	AR
SUT2	AR
MRT56	AR
TTC8	AR
BBS8	AR
RP51	AR
HFM	AD
KAOGS	AD
MCOP1	AR
TEMPS	AD
TDP1	AR
SCAN1	AR
CALM1	AD
PHKD	AD
CPVT4	AD
LQT14	AD
GPR68	AR
OGR1	AR
AI2A6	AR
CCDC88C	AD,AR
HKRP2	AD,AR
DAPLE	AD,AR
KIAA1509	AD,AR
HYC1	AD,AR
SCA40	AD,AR
FBLN5	AD,AR
ARMD3	AD,AR
ADCL2	AD,AR
ARCL1A	AD,AR
HNARMD	AD,AR
TRIP11	AR
TRIP230	AR
CEV14	AR
ACG1A	AR
ODCD1	AR
ATXN3	AD
MJD	AD
SCA3	AD
SLC24A4	AR
NCKX4	AR
SHEP6	AR
AI2A5	AR
TMEM251	AR
C14orf109	AR
DMAN	AR
UBR7	AR
LICAS	AR
CBG	AD,AR
SERPINA6	AD,AR
SERPINA1	AR
PI	AR
AAT	AR
GSC	AR
SAMS	AR
DICER1	AD
HERNA	AD
KIAA0928	AD
MNG1	AD
RMSE2	AD
GLOW	AD
GLRX5	AR
C14orf87	AR
PRO1238	AR
FLB4739	AR
PRSA	AR
SIDBA3	AR
SPAHGC	AR
AK7	AR
SPGF27	AR
VRK1	AR
PCH1A	AR
BCL11B	AD
CTIP2	AD
IMD49	AD
IDDFSTA	AD
CCNK	AD
IDDHDF	AD
EML1	AR
EMAPL	AR
EMAP	AR
BH	AR
YY1	AD
GADEVS	AD
WARS1	AD
WARS	AD
HMN9	AD
DYNC1H1	AD
DNCL	AD
DNECL	AD
CMT20	AD
MRD13	AD
SMALED1	AD
TECPR2	AR
KIAA0329	AR
SPG49	AR
AMN	AR,XR
IGS2	AR
MARK3	AR
VIPB	AR
IGHR	AD
APOPT1	AR
APOP	AR
MC4DN17	AR
TDRD9	AR
C14orf75	AR
HLS	AR
SPNE	AR
SPGF30	AR
INF2	AD
FSGS5	AD
C14orf173	AD
CMTDIE	AD
ADSS1	AR
ADSSL1	AR
MPD5	AR
ZBTB42	AR
ZNF925	AR
LCCS6	AR
BRF1	AR
TAF3C	AR
GTF3B	AR
TF3B90	AR
CFDS	AR
PACS2	AD
KIAA0602	AD
DEE66	AD
IGHM	AR
MU	AR
LCS1	AR
CHLS	AR
DEL15q11.2	AD
C15DELq11.2	AD
NIPA1	AD
SPG6	AD
MKRN3	AD
ZFP127	AD
ZNF127	AD
CPPB2	AD
MAGEL2	AD
NDNL1	AD
SHFYNG	AD
NDN	AD
SNRPN	AD
UBE3A	AD
ANCR	AD
GABRB3	AD
ECA5	AD
DEE43	AD
GABRA5	AD
DEE79	AD
OCA2	AR
P	AR
D15S12	AR
BOCA	AR
EYCL3	AR
HCL3	AR
SHEP1	AR
CILD4	AR
SRTD1	AR
ATD1	AR
HERC2	AR
MRT38	AR
NSMCE3	AR
NDNL2	AR
MAGEG1	AR
LICS	AR
FAN1	AR
MTMR15	AR
KIAA1018	AR
KMIN	AR
DEL15q14	AD
C15DELq14	AD
EIG7	AR
EJM2	AR
SLC12A6	AR
KCC3A	AR
KCC3B	AR
KCC3	AR
ACCPN	AR
NOLA3	AR
NOP10	AR
DKCB1	AR
ACTC1	AD
CMD1R	AD
CMH11	AD
ASD5	AD
LVNC4	AD
CDIN1	AR
C15orf41	AR
MEIS2	AD
CPCMR	AD
SPRED1	AD
NFLS	AD
LGSS	AD
RASGRP1	AR
IMD64	AR
EIF2AK4	AR
GCN2	AR
KIAA1338	AR
PVOD2	AR
BUB1B	AR
BUBR1	AR
MVA1	AR
KNSTRN	DR
C15orf23	DR
SKAP	DR
IVD	AR
CHST14	AR
D4ST1	AR
ATCS	AR
EDSMC1	AR
KNL1	AR
CASC5	AR
AF15Q14	AR
KIAA1570	AR
D40	AR
MCPH4	AR
RAD51	AD
RECA	AD
MRMV2	AD
FANCR	AD
DLL4	AD
AOS6	AD
CHP1	AR
SPAX9	AR
NDUFAF1	AR
CIA30	AR
CGI65	AR
MC1DN11	AR
MAPKBP1	AR
JNKBP1	AR
NPHP20	AR
CAPN3	AD,AR
CANP3	AD,AR
LGMDR1	AD,AR
LGMDD4	AD,AR
CDAN1	AR
CDA1	AR
CDAN1A	AR
TTBK2	AD
SCA11	AD
UBR1	AR
JBS	AR
TGM5	AR
TGX	AR
PSS2	AR
DEL15q15.3	AR
C15DELq15.3	AR
HMPS1	AD
CRAC1	AD
CRCS4	AD
DUP15q	AD
C15DUPq	AD
TUBGCP4	AR
GCP4	AR
MCCRP3	AR
STRC	AR
DFNB16	AR
CDAN3	AD
CDA3	AD
SPG11	AR
KIAA1840	AR
FLJ21439	AR
ALS5	AR
CMT2X	AR
PATL2	AR
PAT1A	AR
OOMD4	AR
B2M	AD,AR
IMD43	AD,AR
SORD	AR
SORD1	AR
SORDD	AR
DUOX2	AR
THOX2	AR
TDH6	AR
DUOXA2	AR
TDH5	AR
GATM	AD,AR
AGAT	AD,AR
CCDS3	AD,AR
FRTS1	AD,AR
BLOC1S6	AR
BLOS6	AR
PLDN	AR
PA	AR
HPS9	AR
SQOR	AR
SQRDL	AR
SLC24A5	AR
NCKX5	AR
SHEP4	AR
OCA6	AR
SLC12A1	AR
NKCC2	AR
FBN1	AD
MFS1	AD
WMS2	AD
SSKS	AD
GPHYSD2	AD
ACMICD	AD
ECTOL1	AD
MFLS	AD
CEP152	AR
KIAA0912	AR
MCPH9	AR
SCKL5	AR
AP4E1	AD,AR
SPG51	AD,AR
CPSQ4	AD,AR
STUT1	AD,AR
CYP19A1	AD
CYP19	AD
ARO	AD
GLDN	AR
CRGL2	AR
LCCS11	AR
DMXL2	AD,AR
RC3	AD,AR
KIAA0856	AD,AR
PEPNS	AD,AR
DFNA71	AD,AR
DEE81	AD,AR
GNB5	AR
GB5	AR
IDDCA	AR
LADCI	AR
MYO5A	AR
MYH12	AR
GS1	AR
WDR72	AR
AI2A3	AR
RAB27A	AR
RAM	AR
GS2	AR
PIGB	AR
DEE80	AR
DNAAF4	AR
DYX1C1	AR
DYXC1	AR
DYX1	AR
CILD25	AR
MNS1	AR
FLJ11222	AR
HTX9	AR
TCF12	AD
HTF4	AD
CRS3	AD
LIPC	AR
HL	AR
HDLCQ12	AR
ADAM10	AD
MADM	AD
RAK	AD
AD18	AD
MYO1E	AR
MYO1C	AR
FSGS6	AR
RORA	AD
IDDECA	AD
VPS13C	AR
KIAA1421	AR
PARK23	AR
TPM1	AD
CMH3	AD
CMD1Y 	AD
LVNC9	AD
CA12	AR
HERC1	AR
MDFPMR	AR
PPIB	AR
CYPB	AR
OI9	AR
TRIP4	AR
ASC1	AR
SMABF1	AR
MDCDC	AR
ACP33	AR
MAST	AR
SPG21	AR
MTFMT	AR
COXPD15	AR
MC1DN27	AR
KBTBD13	AD
NEM6	AD
CLPX	AD
EPP2	AD
SLC24A1	AR
NCKX1	AR
CSNB1D	AR
MAP2K1	AD
PRKMK1	AD
MKK1	AD
MEK1	AD
CFC3	AD
MEL	AD
SMAD6	AD
AOVD2	AD
SMAD3	AD
MADH3	AD
LDS3	AD
AAGAB	AD
p34	AD
PPKP1A	AD
PPKP1	AD
KPPP1	AD
CLN6	AR
CLN4A	AR
NR2E3	AD,AR
PNR	AD,AR
ESCS	AD,AR
RP37	AD,AR
MYO9A	AR
CMS24	AR
HEXA	AR
TSD	AR
CILD8	AR
ENFL2	AD
BBS4	AR
HCN4	AD
SSS2	AD
REC114	AR
OOMD10	AR
STRA6	AR
MCOPS9	AR
MCOPCB8	AR
EDC3	AR
YJDC	AR
MRT50	AR
MPI	AR
PMI1	AR
CDG1B	AR
COX5A	AR
MC4DN20	AR
SIN3A	AD
WITKOS	AD
ETFA	AR
GA2	AR
SCAPER	AR
KIAA1454	AR
IDDRP	AR
PSTPIP1	AD
PSTPIP	AD
CD2BP1	AD
PAPAS	AD
LINGO1	AR
LRRN6A	AR
LERN1	AR
MRT64	AR
TBC1D2B	AR
KIAA1055	AR
NEDSGO	AR
DEL15q25	AD
C15DELq25	AD
DFNA30	AD
CIB2	AR
IDH3A	AR
RP90	AR
IREB2	AR
NDCAMA	AR
CHRNA3	AR
LNCR2	AR
PAOD2	AR
BAIPRCK	AR
MIR184	AD
MIRN184	AD
KTCNCT	AD
EDICT	AD
MTHFS	AR
NEDMEHM	AR
FAH	AR
ARNT2	AR
WEDAS	AR
MESD	AR
MESDC2	AR
KIAA0081	AR
OI20	AR
EFL1	AR
RIA1	AR
EFTUD1	AR
FAM42A	AR
SDS2	AR
RPS17	AD
RPS17L1	AD
RPS17L2	AD
DBA4	AD
AP3B2	AR
NAPTB	AR
DEE48	AR
HOMER2	AD
HOMER2B	AD
HOMER2A	AD
DFNA68	AD
BNC1	AD
POF16	AD
WDR73	AR
HSPC264	AR
GAMOS1	AR
ALPK3	AR
MIDORI	AR
KIAA1330	AR
CMH27	AR
AGBL1	AD
CCP4	AD
FECD8	AD
OTSC1	AD
OTS	AD
VVS	AD
ACAN	AD,AR
AGC1	AD,AR
CSPG1	AD,AR
MSK16	AD,AR
SEDK	AD,AR
SSOAOD	AD,AR
RLBP1	AD,AR
FANCI	AR
KIAA1794	AR
POLG	AD,AR
POLG1	AD,AR
POLGA	AD,AR
PEO	AD,AR
SANDO	AD,AR
SCAE	AD,AR
MTDPS4A	AD,AR
MTDPS4B	AD,AR
